Ime,Država,Naziv,Classical ocena,Rapid ocena,Blitz ocena,Leto rojstva,Število iger
" Berrotaran, Esteban ",ARG, ,2199,0,0,1974,45
" Lopez, Roberto ",ARG, ,2199,0,0,1963,27
" Acha, Jorge ",ARG, ,2198,0,0,1961,23
" Garnier, Rene ",ARG, ,2198,2225,2120,1987,203
" Vergagni, Ernesto ",ARG, ,2198,0,0,1956,38
" Bulo, Paulo ",ARG, ,2197,0,0,1985,21
" Jerez Infante, Juan ",ARG, ,2197,0,0,1981,65
" Lima, Emanuel ",ARG, ,2197,2201,2172,1986,57
" Angelillo, Sergio ",ARG, ,2196,0,0,,27
" Barea, Luis ",ARG, ,2196,0,0,1944,32
" Caputo, Juan ",ARG, ,2196,0,0,1974,71
" Cranbourne, Carlos ",ARG, FM ,2196,0,0,1956,285
" Fernandez Mazzetti, Ignacio ",ARG, FM ,2195,2127,2139,2001,138
" Jimenez, Joaquin ",ARG, CM ,2195,2223,2163,1976,514
" Lloyd, Osvaldo R. ",ARG, ,2195,0,0,1967,30
" Cativelli, Gerardo ",ARG, ,2194,0,0,1955,259
" Fama, Ariel ",ARG, FM ,2194,0,0,1984,60
" Alonso, Rodolfo ",ARG, ,2193,0,0,1977,137
" Amed, Stephanie ",ARG, WIM ,2193,2172,0,1990,408
" Sanhueza, Cristian ",ARG, FM ,2193,2261,2219,1985,582
" Aguinaga, Maximiliano ",ARG, ,2192,2154,2124,1990,106
" Kapitanchuk, Tomas ",ARG, FM ,2191,2160,2136,2002,541
" Airando, Martin ",ARG, FM ,2190,2160,2149,1981,158
" Erbe, Javier ",ARG, ,2190,0,0,1950,37
" Pineiro, Dario ",ARG, ,2190,0,2170,1995,384
" Banos, Oscar ",ARG, ,2189,2181,2194,1969,125
" Tobares, Leandro ",ARG, FM ,2189,2293,2292,1969,221
" Hernandez Amura, Gilberto ",ARG, ,2188,2088,2012,1998,259
" Balduzzi, Hugo ",ARG, ,2187,0,0,1958,26
" Palomanes, Alejandro ",ARG, ,2186,0,0,,0
" Preuss, Maximiliano ",ARG, ,2185,2130,2165,1988,208
" Quarracino, Santiago ",ARG, ,2185,0,0,1986,70
" Romero, Martin ",ARG, ,2185,0,0,1962,68
" Scarpa, Joaquin ",ARG, ,2185,0,0,,60
" Seia, Diego ",ARG, ,2185,0,2186,1985,56
" Wisniacki, Flavio ",ARG, FM ,2185,2285,2198,1971,270
" Adad, Carlos ",ARG, ,2184,0,0,1953,116
" Aguero Arce, Matias ",ARG, ,2184,2084,2084,2001,281
" Arambel, Sergio ",ARG, FM ,2184,0,0,1960,165
" Chadwick, Norman ",ARG, ,2184,0,2205,1984,180
" Dubal, Jose Maria ",ARG, ,2184,0,0,1952,33
" Figueirido, Mario ",ARG, ,2184,0,0,1943,32
" Avila, Lucas ",ARG, ,2182,2204,0,,133
" Scalise, Luis ",ARG, ,2182,0,0,1952,133
" Quatrini, Alejandro ",ARG, ,2181,0,0,1968,36
" Borrello, Ricardo ",ARG, ,2180,0,0,1950,4
" Juanes, Marcelo Aleja ",ARG, ,2180,0,0,1971,26
" Mansilla, Martin ",ARG, ,2180,2104,0,1983,123
" Rey, Alejandro ",ARG, FM ,2180,0,0,1961,20
" Asprelli, Gaspar ",ARG, ,2179,2084,2176,2004,142
" Borda Rodas, Anapaola S. ",ARG, WIM ,2179,2050,1979,2004,337
" Lo Russo, Pablo ",ARG, ,2179,0,0,1984,18
" Pereira, Augusto ",ARG, ,2179,0,0,1958,59
" Abregu, Miguel ",ARG, ,2178,0,2241,1961,56
" Niegovich, Jorge ",ARG, ,2178,2166,2118,1957,45
" Oppezzo, Sebastian ",ARG, ,2177,0,0,1973,64
" Fiorucci, Mario ",ARG, ,2176,0,0,1970,46
" Mondaca, Omar ",ARG, ,2176,0,0,1965,52
" Henares, Juan Luis ",ARG, ,2175,0,0,1963,0
" Yabiansky, Marcelo ",ARG, ,2175,0,0,1962,82
" Aira, Gustavo ",ARG, ,2174,0,0,1969,13
" Forestani, Andres ",ARG, ,2174,2192,2202,,112
" Fravega, Adriano ",ARG, ,2173,0,0,1977,13
" Ojeda, Hernan ",ARG, ,2173,0,0,1977,96
" Romero, Leandro ",ARG, ,2173,0,0,1987,162
" Lagar, Valentin Alejo ",ARG, ,2172,2211,2087,1998,202
" Patino, Alberto ",ARG, ,2172,0,0,,29
" Alpern, Adrian ",ARG, ,2171,0,0,1961,80
" Ibarra, Juan Martin ",ARG, ,2171,2097,2073,2004,186
" Martinez Dorr, Fernando ",ARG, ,2171,0,0,1984,178
" Rajman, Martin ",ARG, ,2171,0,0,1988,19
" Gnojski, Carlos E. ",ARG, ,2170,0,0,,1
" Gorisnic, Eduardo ",ARG, ,2170,0,0,1960,66
" Podesta, Dardo Ariel ",ARG, ,2170,2194,0,1959,44
" Rodriguez, Alberto ",ARG, FM ,2170,0,0,1937,185
" Hoffmann, Emiliano ",ARG, ,2169,0,2124,,3
" Pascolini, Nicolas ",ARG, ,2169,0,0,,49
" Garcia Lemos, Federico ",ARG, CM ,2168,2176,2136,1972,226
" Aguila, Gustavo ",ARG, FM ,2167,2185,2122,1960,246
" Bernardo, Walter ",ARG, FM ,2167,0,0,1971,89
" Lapicki, Raul ",ARG, FM ,2167,0,2226,1951,87
" Palmisano, Juan Antonio ",ARG, ,2167,0,0,1952,99
" Aguilar Samper, Valentin ",ARG, ,2166,2140,1895,2004,197
" Albarran, Gustavo ",ARG, ,2165,0,0,1967,408
" Giuffrida, Leonardo Pablo ",ARG, ,2164,0,0,1971,12
" Penafiel, Horacio ",ARG, ,2164,0,2176,1973,200
" Samur, Arturo ",ARG, ,2164,0,0,1957,93
" Suarez, Mauricio Josue ",ARG, CM ,2164,2170,2060,2002,192
" Capparelli, Damian ",ARG, FM ,2163,2198,0,1965,45
" Gimenez, Santiago ",ARG, ,2163,0,0,,117
" Mastronardi, Sergio ",ARG, ,2163,0,0,1962,20
" Villanueva, Matias ",ARG, ,2163,0,0,,129
" Ezquerro, Moreno Juan ",ARG, ,2162,0,0,1983,10
" Leskovar, Mario ",ARG, IM ,2162,2243,0,1950,494
" Storti, Luis ",ARG, ,2162,0,0,,20
" Cortes, Martin Gustavo ",ARG, ,2160,0,0,1989,120
" Godoy, Carlos ",ARG, CM ,2160,2169,2163,1961,303
" Lares, Agustin Jose ",ARG, ,2160,0,0,1988,144
" Nunez, Jose Maria ",ARG, ,2160,0,0,1964,15
" Asprelli, Cristian ",ARG, ,2159,0,0,1976,21
" Gonzalez, Marcos ",ARG, ,2159,0,2025,1985,49
" Lohidoy, Bernardo ",ARG, ,2159,0,0,,37
" Sabas, Jorge ",ARG, FM ,2159,2153,2172,1953,213
" Baracat, Ciro ",ARG, ,2158,0,0,1980,24
" Campos, Matias ",ARG, ,2158,0,2106,1996,49
" Negri, Santiago ",ARG, ,2158,0,0,1980,174
" Randazzo, Sergio ",ARG, ,2158,0,0,1973,29
" Grosso, Juan ",ARG, ,2157,0,2159,1981,74
" Castillo, Santiago ",ARG, ,2156,2185,2033,1981,198
" Chapado, Roberto ",ARG, ,2155,0,0,,24
" Geloso, Claudio ",ARG, ,2155,2156,2147,1961,137
" Lamas, Diego German ",ARG, ,2155,0,0,,6
" Sifres, Pablo ",ARG, ,2155,0,0,1967,64
" Tournier, Matias ",ARG, ,2155,0,0,1981,85
" Zarate, Jorge ",ARG, ,2155,0,0,,3
" Anino, Sergio ",ARG, CM ,2154,2071,2054,1969,247
" Faig, Cristian ",ARG, ,2154,0,2221,1979,94
" Litovicius, Miguel ",ARG, FM ,2154,0,0,1953,28
" Sargissian, Gabriel ",ARM, GM ,2699,2628,2579,1983,2305
" Martirosyan, Haik M. ",ARM, GM ,2686,2587,2770,2000,1819
" Melkumyan, Hrant ",ARM, GM ,2645,2686,2604,1989,2252
" Petrosyan, Manuel ",ARM, GM ,2634,2561,2576,1998,1536
" Sargsyan, Shant ",ARM, GM ,2630,2579,2628,2002,1158
" Grigoryan, Karen H. ",ARM, GM ,2621,2653,2700,1995,1637
" Hakobyan, Aram ",ARM, GM ,2620,2513,2563,2001,1455
" Ter-Sahakyan, Samvel ",ARM, GM ,2616,2550,2566,1993,2466
" Movsesian, Sergei ",ARM, GM ,2615,2616,2570,1978,3540
" Hovhannisyan, Robert ",ARM, GM ,2597,2589,2570,1991,1417
" Pashikian, Arman ",ARM, GM ,2594,2585,2535,1987,1011
" Andriasian, Zaven ",ARM, GM ,2579,2616,2627,1989,2023
" Gabuzyan, Hovhannes ",ARM, GM ,2579,2486,2486,1995,1239
" Lputian, Smbat G ",ARM, GM ,2574,0,0,1958,1870
" Grigoryan, Avetik ",ARM, GM ,2561,2589,2533,1989,627
" Petrosian, Tigran L. ",ARM, GM ,2548,2604,2625,1984,2459
" Aghasaryan, Robert ",ARM, GM ,2537,2466,2471,1994,305
" Harutyunyan, Tigran K. ",ARM, GM ,2524,2439,2411,1997,37
" Davtyan, Artur ",ARM, IM ,2510,2417,2417,2002,726
" Mikaelyan, Arman ",ARM, GM ,2496,2456,2456,1996,757
" Vaganian, Rafael A ",ARM, GM ,2493,2416,2439,1951,3127
" Gharibyan, Mamikon ",ARM, IM ,2486,2449,2441,2004,928
" Movsziszian, Karen ",ARM, GM ,2483,2426,2434,1963,2370
" Petrosian, Arshak B ",ARM, GM ,2475,2472,0,1953,1125
" Arzumanian, Georgy ",ARM, GM ,2474,2451,2472,1980,556
" Hayrapetyan, Hovik ",ARM, GM ,2466,2454,2348,1990,841
" Nalbandian, Tigran ",ARM, GM ,2466,0,0,1975,543
" Minasian, Artashes ",ARM, GM ,2462,2470,2556,1967,1440
" Petrosyan, Tigran S. ",ARM, IM ,2455,2455,2354,1994,386
" Kotanjian, Tigran ",ARM, GM ,2453,2461,2400,1981,913
" Petrosian, Davit G. ",ARM, GM ,2443,0,2343,1984,498
" Eolian, Levon S ",ARM, IM ,2440,0,0,1959,87
" Shahinyan, David ",ARM, IM ,2436,2466,2395,1994,717
" Danielian, Elina ",ARM, GM ,2431,2340,2352,1978,2219
" Simonian, Hrair ",ARM, GM ,2431,2494,2447,1991,587
" Minasian, Ara ",ARM, GM ,2426,0,0,1974,527
" Galstian, Beniamin ",ARM, IM ,2423,0,0,1985,152
" Seferjan, Narek ",ARM, GM ,2416,0,0,1974,77
" Galdunts, Sergey ",ARM, GM ,2411,0,2430,1965,1128
" Avetisian, Manvel ",ARM, IM ,2404,0,2304,1980,62
" Kalashian, David ",ARM, IM ,2398,0,2490,1989,1025
" Barseghyan, Armen Ar. ",ARM, IM ,2395,2304,2340,2003,481
" Markosian, David S. ",ARM, GM ,2395,2411,0,1972,349
" Bakunts, Rafael ",ARM, IM ,2393,2466,2311,1993,206
" Ohanyan, Emin ",ARM, IM ,2385,2302,2403,2006,1020
" Hayrapetyan, Artavazd R. ",ARM, FM ,2383,2328,2417,1991,122
" Kalantaryan, Norayr ",ARM, IM ,2383,0,2405,1962,232
" Torosyan, Norayr ",ARM, FM ,2383,2316,2351,1996,275
" Harutjunyan, Gevorg ",ARM, GM ,2380,2504,2474,1981,1129
" Mkrtchian, Lilit ",ARM, IM ,2379,2305,2293,1982,2164
" Pogosyan, Stefan ",ARM, IM ,2378,2421,2374,2004,720
" Yeghiazaryan, Armenak ",ARM, FM ,2377,0,0,1989,50
" Petrosian, Tigran A. ",ARM, IM ,2376,0,0,1971,85
" Hayrapetyan, Arman Ash. ",ARM, IM ,2375,2375,2325,1979,21
" Babujian, Levon ",ARM, GM ,2373,2500,2367,1986,894
" Sargsyan, Anna M. ",ARM, IM ,2371,2296,2284,2001,1837
" Simonian, Tigran ",ARM, IM ,2371,2447,0,1991,236
" Mirzoyan, Davit T. ",ARM, FM ,2370,2405,2403,2001,72
" Matikozian, Andranik ",ARM, IM ,2369,0,0,1979,711
" Davtyan, David Arm. ",ARM, FM ,2365,2338,2295,2003,258
" Chibukhchian, Artur ",ARM, GM ,2358,2361,2336,1979,417
" Ordyan, Vrezh ",ARM, FM ,2357,0,0,1956,33
" Arakeljan, Alexandr ",ARM, ,2354,2254,2254,1958,41
" Vardanian, Haik G. ",ARM, IM ,2353,2366,2294,1993,245
" Tovmasian, Vardges ",ARM, IM ,2352,2394,2393,1990,109
" Petrosian, Karen ",ARM, IM ,2350,0,0,,134
" Petrosian, Suren ",ARM, IM ,2349,0,0,1974,453
" Arustamian, Artur ",ARM, IM ,2343,0,2353,1974,125
" Mkrtchyan, Mariam ",ARM, WIM ,2343,2262,2152,2004,433
" Sahakyan, Aleks ",ARM, FM ,2343,0,2325,2006,143
" Shaboian, Vladimir ",ARM, ,2340,0,0,1960,63
" Sahakyan, Sergey ",ARM, ,2337,0,0,1982,19
" Airapetian, Tigran ",ARM, ,2335,0,0,1974,0
" Yayloyan, Konstantin ",ARM, FM ,2327,2227,2190,1999,67
" Khalikian, Hovik ",ARM, FM ,2325,0,0,1955,102
" Chaqryan, Erik ",ARM, FM ,2320,2261,2215,2005,115
" Alaverdyan, Gevorg ",ARM, FM ,2318,2326,2391,1990,128
" Stambulian, Arsen ",ARM, IM ,2316,2242,2216,1965,314
" Tavadian, Hrachik ",ARM, FM ,2315,0,0,1958,89
" Piliposyan, Robert ",ARM, FM ,2314,2232,2448,2007,445
" Davtyan, Arsen ",ARM, FM ,2313,0,0,2006,155
" Santrian, Ararat ",ARM, FM ,2313,0,2306,1974,38
" Agasarov, Benik ",ARM, CM ,2311,0,2179,2009,558
" Kharatyan, Armen ",ARM, FM ,2311,0,0,1976,0
" Sargsyan, Sargis Vach. ",ARM, FM ,2310,0,0,2004,59
" Mamikonyan, Tigran ",ARM, FM ,2308,2208,2280,1988,87
" Danielyan, Vahe ",ARM, IM ,2307,2186,2423,1997,800
" Poghosyan, Tigran Vl. ",ARM, FM ,2302,2279,0,1976,0
" Zargarian, Ruben ",ARM, ,2302,0,0,1958,15
" Hambardzumian, Yuri ",ARM, IM ,2301,0,2269,1988,140
" Inants, Aghasi ",ARM, FM ,2298,0,0,1990,206
" Zakarian, David ",ARM, FM ,2295,2274,0,1979,627
" Grigorian, Vardan ",ARM, ,2292,0,0,1972,125
" Haroutjunian, Dmitri ",ARM, ,2292,0,0,1981,96
" Yeremyan, Alen ",ARM, FM ,2287,0,2159,2003,316
" Galojan, Lilit ",ARM, IM ,2285,2282,2275,1983,589
" Zakarian, Mguer ",ARM, ,2281,0,0,,0
" Nadanian, Ashot ",ARM, IM ,2279,2408,2420,1972,536
" Gevorgyan, David Sh. ",ARM, IM ,2275,2287,2208,1991,240
" Aleksanyan, Hrant ",ARM, CM ,2274,0,2272,1998,74
" Hoghmrtsyan, Artur ",ARM, FM ,2271,2213,0,2000,130
" Vaganian, Irina ",ARM, WIM ,2269,0,0,1963,8
" Hakobyan, Erik ",ARM, FM ,2266,2174,2197,2006,57
" Poghosyan, Suren ",ARM, FM ,2266,2250,2158,1989,296
" Hovhannisyan, Karen G. ",ARM, ,2265,0,2165,1997,77
" Avanesian, Narek ",ARM, ,2264,0,0,1986,9
" Hunanyan, David ",ARM, ,2263,0,2163,1974,9
" Sargsyan, Tigran R. ",ARM, ,2262,2206,2257,2003,114
" Manukyan, Armen ",ARM, ,2261,0,0,1990,0
" Gevorgyan, Maria ",ARM, WGM ,2260,2196,2256,1994,925
" Oganessiats, Ernest ",ARM, ,2260,0,0,1970,11
" Arakeljan, Armen M. ",ARM, ,2258,0,0,1970,329
" Baghdasaryan, Vahe ",ARM, GM ,2257,2319,2216,1993,812
" Gyozalyan, Tigran ",ARM, FM ,2257,0,0,1957,47
" Mkrtchyan, Simon ",ARM, FM ,2255,2334,2314,1986,17
" Hovsepyan, Vardan ",ARM, ,2254,0,0,1994,80
" Vardanian, Hakob ",ARM, ,2254,0,0,1984,45
" Manukyan, Sargis V. ",ARM, FM ,2253,2194,2236,1990,271
" Khachatryan, Vahagn ",ARM, IM ,2252,2249,2237,1977,172
" Yeritsyan, Hayk ",ARM, FM ,2250,2228,0,1998,457
" Minasyan, Arnold ",ARM, ,2249,2292,2234,1987,66
" Arzumanyan, Hovhannes ",ARM, ,2245,0,0,1990,11
" Hayrapetyan, Edgar ",ARM, ,2245,0,1916,2007,24
" Pogosyan, Georgiy ",ARM, ,2244,0,0,1967,85
" Tiraturyan, David ",ARM, ,2244,0,0,1991,79
" Gyulumjan, Zhorik ",ARM, ,2242,0,0,1958,0
" Akopian, Gagik ",ARM, FM ,2239,0,0,1941,101
" Gasparyan, Erik R. ",ARM, ,2237,2272,2027,2007,41
" Karapetov, Ashot ",ARM, ,2236,0,0,,0
" Petrosian, David S. ",ARM, ,2236,0,0,1985,15
" Kagramanianz, Vartan ",ARM, IM ,2235,2216,2201,1966,349
" Levonian, Derenik A. ",ARM, ,2235,0,0,1973,2
" Vardanian, Haik V. ",ARM, CM ,2234,0,0,1986,122
" Vardanian, Jivan ",ARM, ,2234,0,0,1979,0
" Gevorkyan, Robert ",ARM, ,2232,0,0,1936,17
" Karatorossian, David ",ARM, IM ,2232,0,0,1969,371
" Danielian, Vardan ",ARM, FM ,2230,0,0,1984,115
" Santryan, Davit ",ARM, ,2228,2130,2128,2002,90
" Galoyan, Levon ",ARM, FM ,2227,0,0,1980,64
" Sargissyan, Sargis ",ARM, FM ,2226,2244,2109,1990,689
" Hayrapetyan, Vladimir ",ARM, ,2225,0,0,1957,20
" Kursova, Maria ",ARM, WGM ,2221,2281,0,1986,790
" Manukian, Lernik ",ARM, ,2219,0,0,1958,42
" Rostomyan, Mikayel ",ARM, CM ,2219,0,2009,2006,174
" Arubjanian, Ervand ",ARM, ,2216,0,0,1975,12
" Manukian, Garuch ",ARM, ,2215,0,2207,1988,108
" Khojayan, Vardan ",ARM, ,2211,0,0,1990,84
" Tepoyan, Liparit ",ARM, CM ,2211,0,0,1962,12
" Mkrtchyan, Sargis R. ",ARM, ,2209,2109,2152,1997,113
" Mezhlumyan, Vahram ",ARM, FM ,2208,0,0,1988,33
" Aginian, Nelly ",ARM, WGM ,2207,0,0,1981,413
" Ramazian, Arshak ",ARM, FM ,2206,0,2222,1968,25
" Danielian, Mikael ",ARM, ,2205,0,0,1971,8
" Khachatrian, Armen M. ",ARM, ,2201,0,0,1972,1
" Martirosyan, Onik ",ARM, ,2200,0,0,1990,4
" Mendelian, Vahe ",ARM, ,2199,0,2188,1984,7
" Apresyan, Zohrak ",ARM, ,2198,0,0,1995,52
" Botoyan, Smbat ",ARM, ,2196,2179,2225,1987,101
" Khachatryan, Vahag H. ",ARM, ,2196,0,2339,1991,76
" Manukian, Artak ",ARM, ,2196,0,2130,1978,1631
" Hovhannisyan, Hrayr ",ARM, CM ,2195,2200,2194,1998,60
" Sahakyan, Suren ",ARM, ,2195,0,0,1990,0
" Torosian, Artak ",ARM, ,2195,0,0,1977,22
" Zohrabian, Karen ",ARM, ,2193,0,0,1989,0
" Andriasyan, Siranush ",ARM, WIM ,2192,2195,2146,1986,385
" Gamarian, Gaguik ",ARM, ,2192,0,0,,94
" Hakobyan, Hovhannes H. ",ARM, FM ,2192,0,2092,1997,200
" Tsaturyan, Suren ",ARM, ,2192,0,0,1962,0
" Karakashian, Narine ",ARM, WIM ,2190,0,0,1971,37
" Khachatrian, Aram S. ",ARM, ,2190,0,0,1983,8
" Shmavonyan, Areg ",ARM, ,2189,0,2118,2002,51
" Khachatryan, Samvel S. ",ARM, ,2180,2168,2098,2003,54
" Simonyan, Haik ",ARM, ,2177,0,0,1989,0
" Akopov, Roman ",ARM, ,2175,2137,0,1958,96
" Dilanyan, Grigor ",ARM, FM ,2174,2270,2229,1993,287
" Mamikonyan, Mikael ",ARM, ,2171,0,0,1978,1
" Melkonyan, Vardan ",ARM, ,2171,0,2299,1980,40
" Alexanian, Vahe ",ARM, ,2170,0,0,1977,12
" Kalantarian, Nune ",ARM, WFM ,2170,0,0,1972,50
" Pashikyan, Rudolf ",ARM, ,2170,0,0,2008,81
" Movsisyan, Harutyun ",ARM, ,2166,0,0,1985,0
" Stamboltsyan, Sargis ",ARM, ,2165,0,2152,1993,24
" Manukyan, Aleks ",ARM, ,2163,0,0,2003,61
" Manukyan, Sargis A. ",ARM, FM ,2163,2207,2187,1995,519
" Gaboyan, Susanna ",ARM, WIM ,2160,2132,2163,1996,773
" Manukian, Tigran ",ARM, ,2160,0,0,1982,45
" Matinyan, Armen ",ARM, ,2158,0,0,1986,0
" Hairapetian, Anna ",ARM, WIM ,2156,0,0,1989,217
" Sargsjan, Vardges ",ARM, FM ,2156,0,2056,1966,58
" Avetisian, Areg ",ARM, ,2155,0,0,1986,13
" Babayan, Armine ",ARM, ,2155,0,2043,1990,137
" Basencyan, Mark ",ARM, ,2151,2106,2054,1992,194
" Matevosyan, Sedrak ",ARM, ,2151,0,2187,1980,139
" Petrosian, Arthur Karl. ",ARM, ,2151,0,0,1963,0
" Avdalyan, Arman ",ARM, ,2150,0,0,1981,0
" Davtian, Tigran ",ARM, ,2150,0,0,1981,25
" Alikhanyan, Artak ",ARM, ,2146,0,1890,2005,13
" Manukyan, Sevak N. ",ARM, ,2143,0,0,2005,49
" Eranyan, Khachatur ",ARM, ,2141,2146,0,1994,44
" Antinyan, Armen ",ARM, ,2139,2250,2121,1989,45
" Manukyan, Aleksan ",ARM, ,2136,0,0,1945,19
" Grigorian, Ashot ",ARM, ,2135,0,0,1985,0
" Martirosyan, Garik ",ARM, ,2135,2035,0,1996,32
" Arakelyan, Anushavan ",ARM, ,2134,0,0,1948,14
" Gharibyan, Karen V. ",ARM, ,2134,0,0,1972,6
" Ghazaryan, Raffi ",ARM, ,2134,0,1957,2004,84
" Grigorian, Arusiak ",ARM, WFM ,2131,0,0,1977,110
" Ispiryan, Zhora ",ARM, ,2131,0,0,1999,9
" Sukiasyan, Vahe A. ",ARM, ,2131,0,2120,2008,26
" Kocharyan, Artush ",ARM, ,2130,0,0,1981,4
" Abkarian, Suren ",ARM, ,2129,2029,2029,1959,13
" Avanesyan, Ani ",ARM, ,2129,0,0,1984,35
" Baghdasaryan, Garnik ",ARM, ,2129,0,0,1991,3
" Begjanyan, Hrayr ",ARM, ,2128,2028,2042,1959,98
" Gasparian, Tigran ",ARM, ,2127,0,2194,1979,137
" Khachatrian, Garik ",ARM, ,2124,0,0,1954,16
" Hovhannisyan, Yervand ",ARM, ,2123,0,0,1983,11
" Arutyunyan, Arutyun ",ARM, ,2121,0,0,1958,23
" Shegunts, Vachagan ",ARM, ,2121,0,0,1967,0
" Altunian, Karine ",ARM, ,2119,0,0,1983,0
" Gevorgyan, Albert ",ARM, ,2118,0,2085,2003,49
" Hlgatian, Goar ",ARM, WIM ,2118,0,0,1975,145
" Sargissyan, Haik S. ",ARM, ,2116,2122,0,1989,0
" Apresyan, Lusine ",ARM, ,2115,0,0,1986,18
" Azaryan, Tigran ",ARM, ,2115,2025,2015,1995,43
" Darbinyan, Nune ",ARM, ,2113,0,0,1990,101
" Ghukasyan, Siranush ",ARM, WIM ,2113,2118,2013,1998,404
" Manukyan, Artyom ",ARM, CM ,2110,2138,2078,1999,862
" Sahakyan, Nona ",ARM, WFM ,2109,0,0,1981,74
" Karatorossian, Suren ",ARM, ,2105,0,0,1972,3
" Sahakyan, Tigran ",ARM, ,2104,0,0,1967,0
" Khalafian, Erna ",ARM, ,2101,0,0,1957,69
" Barsegian, Ararat ",ARM, ,2099,2170,0,1958,164
" Vardanian, Hamazasp ",ARM, ,2098,0,2148,1981,33
" Sahakyan, Arman K. ",ARM, ,2096,0,1919,2004,19
" Mamyan, Tigran ",ARM, ,2094,0,0,1985,18
" Simonyan, Latush ",ARM, ,2094,2108,0,1999,69
" Movsisyan, Vardan ",ARM, FM ,2093,0,2035,1987,75
" Minasyan, Haik ",ARM, ,2089,0,0,1988,0
" Kharatyan, Anahit ",ARM, WFM ,2083,0,0,1987,89
" Hambartsumyan, Gagik ",ARM, ,2082,0,0,1997,0
" Mkrtchyan, Eduard ",ARM, ,2080,2067,0,1996,14
" Movsesyan, Artur ",ARM, ,2080,0,0,1986,0
" Mkhitaryan, Karlen ",ARM, ,2077,2163,0,1953,29
" Sahakyan, Alla ",ARM, ,2077,0,0,1984,38
" Gasparian, Mariana ",ARM, ,2074,0,0,1981,65
" Margaryan, Artur ",ARM, ,2074,0,0,1979,0
" Ghevondyan, Felix ",ARM, ,2073,0,0,1969,26
" Chakhoyan, Karen ",ARM, ,2071,0,0,1987,0
" Demirkhanyan, Adolf ",ARM, ,2071,0,0,1940,31
" Altunian, Satenik ",ARM, ,2070,0,0,1984,0
" Asatryan, Sona ",ARM, WIM ,2070,1988,2037,1999,157
" Hakobyan, Hakob V. ",ARM, ,2070,0,2032,2001,113
" Aivazyan, Vahram ",ARM, ,2069,0,0,1989,9
" Avetisyan, Taron ",ARM, ,2069,0,0,1990,0
" Ghimoyan, Narek ",ARM, ,2066,0,1878,2007,0
" Hovakimyan, Narek ",ARM, ,2066,1966,0,1991,24
" Mkrtchyan, Albert Gh. ",ARM, ,2066,2007,2034,1998,0
" Grigoryan, Anush ",ARM, ,2065,0,0,1973,1
" Manasyan, Haik ",ARM, ,2065,2099,0,1992,38
" Mejinyan, Edgar ",ARM, ,2064,0,0,1984,11
" Virabyan, Gor ",ARM, ,2064,0,0,1983,3
" Avetisyan, Mariam ",ARM, WFM ,2062,2076,1987,2000,287
" Pluzyan, Aram ",ARM, ,2060,2099,2114,1995,49
" Muradyan, Robert ",ARM, ,2059,0,2174,2005,79
" Vardanyan, Aram ",ARM, ,2059,0,0,2004,24
" Pogosyan, Armen ",ARM, ,2055,2052,2065,1991,0
" Hakobyan, Astghik ",ARM, ,2054,1951,1951,2005,203
" Hakobyan, Romik ",ARM, ,2049,2023,2097,1996,44
" Ghevondyan, Arman ",ARM, ,2047,1929,2072,2002,41
" Kanjaryan, Vladimir ",ARM, ,2044,0,0,1996,68
" Khachatrian, Smbat ",ARM, ,2043,0,0,1989,1
" Hovsepyan, David ",ARM, ,2041,0,2051,1995,20
" Martirosyan, Lia ",ARM, WFM ,2040,0,0,1988,70
" Sayadyan, Edvard ",ARM, ,2038,0,2025,1995,69
" Nersisyan, Garnik ",ARM, CM ,2035,0,0,1964,30
" Vardevanyan, Garegin ",ARM, ,2035,0,0,1961,0
" Galajyan, Armen ",ARM, ,2034,1850,2019,2006,8
" Karamyan, Levon ",ARM, ,2034,0,0,1994,0
" Manukyan, Robert V. ",ARM, ,2034,0,0,1996,0
" Movsisyan, Naira ",ARM, WGM ,2032,0,0,1977,104
" Darbinyan, Ani ",ARM, ,2030,0,0,1987,31
" Gatrjyan, Ruben ",ARM, ,2029,0,0,1993,9
" Nazaretyan, Meruzhan ",ARM, ,2027,0,0,1962,0
" Grigoryan, Arpine ",ARM, WFM ,2025,0,1910,2001,163
" Hovakimyan, Vache ",ARM, ,2025,1857,1819,2009,16
" Akopdzhanov, Arnold ",ARM, ,2024,0,0,1950,0
" Potosyan, Vahan ",ARM, ,2024,0,0,1993,0
" Dadikjan, Eduard ",ARM, ,2021,0,0,1974,0
" Khachatryan, Anna ",ARM, WFM ,2021,1993,1950,2002,278
" Melikian, Armen ",ARM, ,2020,0,0,1967,0
" Martirosyan, Mikayel S. ",ARM, ,2017,0,0,1967,0
" Martirosyan, Mher ",ARM, ,2015,0,0,1974,11
" Hovhannisyan, Hrachia B. ",ARM, ,2014,0,0,1993,0
" Marutyan, Tigran ",ARM, ,2013,0,0,1997,0
" Esaibekian, Milena ",ARM, ,2011,0,0,1979,36
" Hairapetian, Naira ",ARM, WCM ,2010,0,0,1986,0
" Markaryan, Emil ",ARM, ,2008,0,2002,1979,0
" Minasyan, Khachatur ",ARM, ,2007,0,0,1981,0
" Hovhannisyan, Tovmas H. ",ARM, ,2006,0,0,1985,0
" Chakhoyan, Konstantin ",ARM, ,2005,1930,1792,1973,118
